base_ID	alt_elev	collection_date	depth	env_biome	env_feature	env_material	env_package	env_salinity	env_temp	geo_loc_name	geo_loc_name_GAZ	geo_loc_name_GAZ_ENVO	investigation_type	lat_lon	pathogenicity	project_name	assembly	isol_growth_condt	num_replicons	ref_biomaterial	microbe_package	sample_type	strain	isolation_source	collected_by	culture_collection	kingdom	phylum	class	order	family	genus	species	taxon_lineage_ids	taxon_lineage_names	bacdive_id	curation_date	implementation_date	mmp_biome	silva_accession_SSU	silva_accession_LSU	uniprot_proteome_id	assembly_accession_genbank	assembly_accession_refseq	bioproject_accession	biosample_accession	genbank_accession	NCBI_refseq_accession	NCBI_taxon_identifier	annotation_provider	annotation_date	annotation_pipeline	annotation_method	annotation_software_revision	features_annotated	genes	cds	pseudo_genes	rrnas	complete_rrnas	partial_rrnas	total_trnas	unique_trnas	ncrna	frameshifted_genes	host_common_name	host_scientific_name	organism	full_scientific_name	disease	publication_pmid	isolation_country	isolation_comments	comments	sequencing_centers	body_sample_site	body_sample_subsite	other_clinical	gram_stain	cell_shape	motility	sporulation	temperature_range	optimal_temperature	halotolerance	oxygen_requirement	plasmids	genome_length	gc_content	refseq_cds	biovar	other_typing	type_strain	seq_meth	sequencing_depth	contigs	n50	genome_status	host_sex	host_health_stage	host_age	serovar	pathovar	mmp_ID	updated_date	chebi_id	chebi_name	chembl_id	compound_name	uniprot_id	uniprot_description	antismash_types	antismash_clusters	analysis_project_type	estimated_completeness	estimated_contamination	strain_heterogeneity	qs	mapping	mapping_version	quality_assessment	quality_assessment_version	assembly_version	binning	binning_version
44	missing	1999	2600	Marine benthic biome (ENVO:01000024)	Marine hydrothermal vent (ENVO:01000122)	Solid environmental material (ENVO:01000814)	Misc environment	missing	missing	Pacific Ocean|East Pacific Rise	East Pacific Rise	GAZ:00002416	Bacteria_Archaea	12.803200, -103.939000	missing	missing	J. Craig Venter Institute (JCVI)Consed and Manatee packages	15164268	1	15164268	NA	Cell culture	AM4	Hydrothermal vent	Institute of Microbiology:Russian Academy of Sciences	missing	Archaea	Euryarchaeota	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus sp. AM4	131567|2157|28890|183968|2258|2259|2263|246969	Cellular organisms|Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus sp. AM4	missing	2016-05-20	2016-11-22	Marine	19381	19381	UP000009277	GCA_000151205.2	GCF_000151205.2	PRJNA19381	SAMN02603626	CP002952.1	NC_016051.1	246969	NCBI	2015-08-18	NCBI Prokaryotic Genome Annotation Pipeline	Best-placed reference protein set; GeneMarkS+	4.1	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	2302	2250	19	2, 1, 1	2, 1, 1	0, 0, 0	46	21	1	10	NA	NA	Thermococcus sp.	Thermococcus sp. AM4	missing	22123768	Pacific Ocean	Active chimney colonized by Alvinella from Elsa PP Hot 14.	Thermococcus sp. AM4. This strain was collected from the East Pacific Rise (13degreesN) at a depth of 2600 meters. It was cultured at 80 degrees C in basal salts medium containing carbon monoxide in the gas phase.	Moore Foundation	NA	NA	NA	missing	missing	missing	missing	Hyperthermophilic	missing	missing	Anaerobic	missing	2086429	54.78	2225	missing	missing	missing	Sanger	missing	1	2086429	Finished	NA	NA	NA	missing	missing	MMP02603626	missing	missing	missing	missing	missing	missing	missing	Putative fatty acid cluster|Putative cluster|Putative saccharide cluster	S-layer glycan (14%)	Whole genome sequencing (WGS)	100	0	0	100	missing	missing	CheckM	1.0.13	missing	missing	missing
45	missing	2000-06	missing	Marginal sea biome (ENVO:01000046)	Sea coast (ENVO:00000303)	Sea water (ENVO:00002149)	Water	missing	missing	Russia|Peter the Great Gulf	Peter the Great Gulf	GAZ:00007659	Bacteria_Archaea	missing	missing	missing	SMRT Analysis	missing	1	missing	NA	Cell culture	KCTC 12363	Sea water	missing	KCTC 12363	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Cyclobacterium	Cyclobacterium amurskyense	131567|2|1783270|68336|976|768503|768507|563798|68288|320787	Cellular organisms|Bacteria|FCB group|Bacteroidetes/Chlorobi group|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Cyclobacterium|Cyclobacterium amurskyense	missing	2016-05-20	2016-11-22	Marine	289169	289169	UP000036520	GCA_001050135.1	GCF_001050135.1	PRJNA289169	SAMN03846661	CP012040	NZ_CP012040.1	320787	NCBI	2015-08-20	NCBI Prokaryotic Genome Annotation Pipeline	Best-placed reference protein set; GeneMarkS+	4.1	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	4906	4852	54	4, 4, 4	4, 4, 4	0, 0, 0	43	24	1	26	NA	NA	Cyclobacterium amurskyense	Cyclobacterium amurskyense strain KCTC 12363	missing	missing	Russia	missing	Genome sequencing of Cyclobacterium amurskyense KCTC 12363 using PacBio RS II sequencing platform	Korea Research Institute of Bioscience and Biotechnology	NA	NA	NA	missing	missing	missing	missing	Mesophilic	30	missing	Aerobic	0	6158830	38.31	4782	missing	missing	missing	PacBio RS II	101	1	6158830	Finished	NA	NA	NA	missing	missing	MMP03846661	missing	missing	missing	missing	missing	missing	missing	Putative fatty acid cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Lasso peptide cluster - Putative saccharide cluster|Nonribosomal peptide synthetase cluster|Resorcinol cluster|Type III PKS cluster - Terpene cluster|Terpene cluster	Polysaccharide B (10%), Dactylocycline (5%), Carotenoid (85%)	Whole genome sequencing (WGS)	100	0.3	0	98.5	missing	missing	CheckM	1.0.13	2.3.0	missing	missing
46	missing	2004-03	20	Marginal sea biome (ENVO:01000046)	Sea coast (ENVO:00000303)	Sea water (ENVO:00002149)	Water	missing	missing	South Korea|East China Sea	East China Sea	GAZ:00004689	Bacteria_Archaea	32.500000, 126.000000	missing	missing	Newbler	missing	1	missing	NA	Cell culture	KORDI-49	Surface sea water	Choi D.H.	missing	Bacteria	Cyanobacteria	Unclassified	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. KORDI-49	131567|2|1783272|1117|1301283|1118|1129|585423	Cellular organisms|Bacteria|Terrabacteria group|Cyanobacteria|Oscillatoriophycideae|Chroococcales|Synechococcus|Synechococcus sp. KORDI-49	missing	2016-05-20	2016-11-22	Marine	207983	207983	UP000028589	GCA_000737575.1	GCF_000737575.1	PRJNA207983	SAMN02202184	CP006270.1	NZ_CP006270.1	585423	NCBI	2016-11-25	NCBI Prokaryotic Genome Annotation Pipeline	Best-placed reference protein set; GeneMarkS+	4.1	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	2618	2565	37	3, 3, 3	2, 2, 2	0, 0, 0	48	22	4	12	NA	NA	Synechococcus sp.	Synechococcus sp. KORDI-49	missing	missing	South Korea	Isolated from surface water of the East China Sea	Genome sequencing of marine Synechococcus sp. KORDI 49 was conducted. The strain was isolated from surface water of the East China Sea.	Korea Institute of Ocean Science and Technology	NA	NA	NA	missing	Bacilli (Rod)	No	No	Mesophilic	missing	missing	Aerobic	missing	2572070	59.09	2569	missing	missing	missing	454 GS FLX Titanium|Sanger	32	1	2572070	Finished	NA	NA	NA	missing	missing	MMP02202184	missing	missing	missing	missing	missing	missing	missing	Bacteriocin cluster|Bacteriocin cluster - Terpene cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Terpene cluster - Putative fatty acid cluster	Sphingan polysaccharide (13%), Streptomycin (2%)	Whole genome sequencing (WGS)	99.37	0	0	99.37	missing	missing	CheckM	1.0.13	2.3	missing	missing
47	missing	2005-05	30	Marginal sea biome (ENVO:01000046)	Sea coast (ENVO:00000303)	Sea water (ENVO:00002149)	Water	missing	missing	South Korea|East China Sea	East China Sea	GAZ:00004689	Bacteria_Archaea	32.000000, 126.750000	missing	missing	Newbler	missing	1	missing	NA	Cell culture	KORDI-52	Surface sea water	Choi D.H.	missing	Bacteria	Cyanobacteria	Unclassified	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. KORDI-52	131567|2|1783272|1117|1301283|1118|1129|585425	Cellular organisms|Bacteria|Terrabacteria group|Cyanobacteria|Oscillatoriophycideae|Chroococcales|Synechococcus|Synechococcus sp. KORDI-52	missing	2016-05-20	2016-11-22	Marine	207984	207984	UP000028593	GCA_000737595.1	GCF_000737595.1	PRJNA207984	SAMN02202185	CP006271.1	NZ_CP006271.1	585425	NCBI	2016-11-25	NCBI Prokaryotic Genome Annotation Pipeline	Best-placed reference protein set; GeneMarkS+	4.1	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	2696	2637	42	1, 1, 1	3, 3, 3	0, 0, 0	43	22	4	20	NA	NA	Synechococcus sp.	Synechococcus sp. KORDI 52	missing	missing	South Korea	Isolated from surface water of the East China Sea	Genome sequencing of Synechococcus sp. KORDI 51 were conducted. The strain was isolated from surface water of the East China Sea.	Korea Institute of Ocean Science and Technology	NA	NA	NA	missing	Bacilli (Rod)	missing	missing	Mesophilic	missing	missing	Aerobic	missing	2789001	57.50	2646	missing	missing	missing	454 GS FLX Titanium|Sanger	41	1	2789001	Finished	NA	NA	NA	missing	missing	MMP02202185	missing	missing	missing	missing	missing	missing	missing	Bacteriocin cluster|Bacteriocin cluster - Terpene cluster|Putative fatty acid cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Proteusin cluster	Polysaccharide B (10%), Streptomycin (2%), Diutan polysaccharide (12%)	Whole genome sequencing (WGS)	100	0	0	100	missing	missing	CheckM	1.0.13	2.3	missing	missing
48	missing	2010	missing	Marginal sea biome (ENVO:01000046)	Sea coast (ENVO:00000303)	Sea water (ENVO:00002149)	Water	missing	missing	South Korea|Geoje-do	Geoje-do	GAZ:00046842	Bacteria_Archaea	34.480000, 126.970000	missing	missing	SMRT Analysis	21478391	1	21478391	NA	Cell culture	YCS-5|KCTC23420|CCUG 60526	Sea water	Jung-Hoon Yoon	KCTC23420|CCUG 60526	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Kangiella	Kangiella geojedonensis	131567|2|1224|1236|135619|224372|261963|914150	Cellular organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Kangiella|Kangiella geojedonensis	missing	2016-05-20	2016-11-22	Marine	274215	274215	UP000034071	GCA_000981765.1	GCF_000981765.1	PRJNA274215	SAMN03323776	CP010975	NZ_CP010975.1	914150	NCBI	2016-11-25	NCBI Prokaryotic Genome Annotation Pipeline	Best-placed reference protein set; GeneMarkS+	4.1	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	2336	2285	32	2, 2, 2	2, 2, 2	0, 0, 0	43	23	4	7	NA	NA	Kangiella geojedonensis	Kangiella geojedonensis strain YCS-5	missing	missing	South Korea	Isolated from sea water off the southern coast of Korea	Kangiella geojedonensis is an gamma-proteobacterium that was isolated from sea water off the southern coast of Korea. This species is moderately halophilic. We represent the complete genome of K. geojedonensis strain YCS-5; which is the type strain of the species.	Korea Research Institute of Bioscience and Biotechnology	NA	NA	NA	Negative	Bacilli (Rod)	No	missing	Mesophilic	30	missing	Aerobic	missing	2495243	43.78	2264	missing	missing	Yes	PacBio RS II	244	1	2495243	Finished	NA	NA	NA	missing	missing	MMP03323776	missing	missing	missing	missing	missing	missing	missing	Aryl polyene cluster|Bacteriocin cluster|Putative fatty acid cluster|Putative cluster|Siderophore cluster	Emulsan (18%), APE Vf (35%)	Whole genome sequencing (WGS)	100	0.62	0	96.9	missing	missing	CheckM	1.0.13	2.3.0	missing	missing
49	missing	2007-04	missing	Marginal sea biome (ENVO:01000046)	Sea coast (ENVO:00000303)	Sea water (ENVO:00002149)	Water	missing	15.8	South Korea|Mara Island|Jeju	Jeju-do	GAZ:00002803	Bacteria_Archaea	33.100000, 126.183300	missing	missing	SMRT Analysis	19651736	1	19651736	NA	Cell culture	MSW-14|KCTC 22370|DSM 21428	Sea water near the coast Mara island in Jeju	Soon Dong Lee	KCTC 22370|DSM 21428	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Altererythrobacter marensis	131567|2|1224|28211|204457|335929|361177|543877	Cellular organisms|Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Altererythrobacter|Altererythrobacter marensis	5398	2016-05-20	2016-11-22	Marine	286057	286057	UP000037643	GCA_001028625.1	GCF_001028625.1	PRJNA286057	SAMN03764476	CP011805	NZ_CP011805.1	543877	NCBI	2015-08-20	NCBI Prokaryotic Genome Annotation Pipeline	Best-placed reference protein set; GeneMarkS+	4.1	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	2738	2687	22	1, 1, 1	1, 1, 1	0, 0, 0	47	22	1	4	NA	NA	Altererythrobacter marensis	Altererythrobacter marensis strain KCTC 22370	missing	missing	South Korea	missing	Genome sequencing of Altererythrobacter marensis using the PacBio RS II sequencing platform	Korea Research Institute of Bioscience and Biotechnology	NA	NA	NA	missing	missing	missing	missing	Mesophilic	30	missing	Aerobic	missing	2885034	64.65	2644	missing	missing	Yes	PacBio RS II	169	1	2885034	Finished	NA	NA	NA	missing	missing	MMP03764476	missing	missing	missing	missing	missing	missing	missing	Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Terpene cluster	Astaxanthin dideoxyglycoside (75%), Emulsan (36%)	Whole genome sequencing (WGS)	99.48	0.62	12.5	96.38	missing	missing	CheckM	1.0.13	2.3.0	missing	missing
50	missing	missing	missing	Marine salt marsh biome (ENVO:01000022)	Saline evaporation pond (ENVO:00000055)	Hypersaline water (ENVO:00002012)	Water	missing	missing	Spain|Alicante|Brac del port	Province of Alicante	GAZ:00007384	Bacteria_Archaea	38.345000, -0.481000	missing	missing	Phred|Phrap|Consed	15560825	1	15560825	NA	Cell culture	HBSQ001|DSM 16790	Salinity crystallizer pond	University of Groningen	DSM 16790	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloquadratum	Haloquadratum walsbyi	131567|2157|28890|183963|1644055|1644056|293431|293091|362976	Cellular organisms|Archaea|Euryarchaeota|Halobacteria|Haloferacales|Haloferacaceae|Haloquadratum|Haloquadratum walsbyi|Haloquadratum walsbyi DSM 16790	missing	2016-05-20	2016-12-14	Marine	17185	17185	UP000001975	GCA_000009185.1	GCF_000009185.1	PRJNA17185	SAMEA3138195	AM180088.1|AM180089.1	NC_008212.1|NC_008213.1	362976	NCBI	2016-07-19	NCBI Prokaryotic Genome Annotation Pipeline	Best-placed reference protein set; GeneMarkS+	4.1	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	2875	2822	153	2, 2, 2	2, 2, 2	0, 0, 0	46	21	2	79	NA	NA	Haloquadratum walsbyi	Haloquadratum walsbyi DSM 16790	missing	16820047	Spain	Spain; Brac del Port; Alicante	Haloquadratum walsbyi DSM 16790. This strain is being sequenced for comparative genome analysis.	Max Planck Institute	NA	NA	NA	missing	Square Shaped	missing	missing	missing	missing	Extreme Halophilic	missing	1	3179362	47.86	2773	missing	missing	No	Sanger	missing	2	3132494	Finished	NA	NA	NA	missing	missing	MMP3138195	missing	missing	missing	missing	missing	missing	missing	Putative cluster|Putative saccharide cluster|Terpene cluster	Meridamycin (5%)	Whole genome sequencing (WGS)	99.3	0	0	99.3	missing	missing	CheckM	1.0.13	missing	missing	missing
51	missing	2009-07	missing	Marginal sea biome (ENVO:01000046)	Sea coast (ENVO:00000303)	Sea water (ENVO:00002149)	Water	missing	missing	Taiwan|Changhua County	Changhua County	GAZ:00010901	Bacteria_Archaea	24.137991, 120.421003	missing	missing	HGAP SMRT Portal	22582723	1	22582723	NA	Cell culture	CC-SAMT-1|BCRC 80315|JCM 17682	Coastal sea water	National Chung Hsing University	BCRC 80315|JCM17682	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Siansivirga	Siansivirga zeaxanthinifaciens	131567|2|1783270|68336|976|117743|200644|49546|1204360|762954|1454006	Cellular organisms|Bacteria|FCB group|Bacteroidetes/Chlorobi group|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Siansivirga|Siansivirga zeaxanthinifaciens|Siansivirga zeaxanthinifaciens CC-SAMT-1	missing	2016-05-20	2016-11-22	Marine	236449	236449	UP000032229	GCA_000941055.1	GCF_000941055.1	PRJNA236449	SAMN03379851	CP007202	NZ_CP007202.1	1454006	NCBI	2015-08-19	NCBI Prokaryotic Genome Annotation Pipeline	Best-placed reference protein set; GeneMarkS+	4.1	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	2889	2833	48	3, 3, 3	3, 3, 3	0, 0, 0	44	23	1	21	NA	NA	Siansivirga zeaxanthinifaciens	Siansivirga zeaxanthinifaciens CC-SAMT-1	missing	missing	Taiwan	missing	BCRC 80315T and JCM 17682T	Department of Soil and Environmental Sciences	NA	NA	NA	Negative	Bacilli (Rod)	Yes	missing	Mesophilic	25|30	missing	Aerobic	missing	3303987	33.53	2771	missing	missing	missing	Illumina|PacBio RS	96	1	3303987	Finished	NA	NA	NA	missing	missing	MMP03379851	missing	missing	missing	missing	missing	missing	missing	Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Terpene cluster - Putative saccharide cluster	K-antigen (6%), O-antigen (14%), Carotenoid (28%)	Whole genome sequencing (WGS)	99.67	1.15	0	93.92	missing	missing	CheckM	1.0.13	missing	missing	missing
52	missing	missing	missing	Marginal sea biome (ENVO:01000046)	Marine hydrothermal vent (ENVO:01000122)	Sea water (ENVO:00002149)	Water	missing	55	Taiwan|North West Pacific Ocean|Green Island	Taiwan Island	GAZ:00045694	Bacteria_Archaea	22.666700, 121.450000	missing	missing	SMRT Analysis	19625419	1	19625419	NA	Cell culture	CC-HSB-11|KCTC22339|BCRC 17850T	Coastal hot spring	National Chung Hsing University	KCTC22339	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda lutaonensis	131567|2|1783270|68336|976|117743|200644|49546|111500|516051	Cellular organisms|Bacteria|FCB group|Bacteroidetes/Chlorobi group|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Muricauda|Muricauda lutaonensis	missing	2016-05-20	2016-11-22	Marine	276921	276921	UP000032726	GCA_000963865.1	GCF_000963865.1	PRJNA276921	SAMN03382536	CP011071	NZ_CP011071.1	516051	NCBI	2015-08-19	NCBI Prokaryotic Genome Annotation Pipeline	Best-placed reference protein set; GeneMarkS+	4.1	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	3039	2990	28	2, 2, 2	2, 2, 2	0, 0, 0	40	23	1	15	NA	NA	Muricauda lutaonensis	Muricauda lutaonensis strain CC-HSB-11	missing	missing	Taiwan	Isolated from a coastal hot spring of a volcanic island (Lutao) in the Pacific Ocean; off the eastern coast of Taiwan	Muricauda lutaonensis CC-HSB-11T is a yellow-pigmented; moderately thermophilic; Gram-negative; rod-shaped bacterium that was isolated from a coastal hot spring of a volcanic island (Lutao) in the Pacific Ocean; off the eastern coast of Taiwan. We represent the complete genome of M. lutaonensis strain CC-HSB-11; which is the type strain of the species.	Korea Research Institute of Bioscience and Biotechnology	NA	NA	NA	Negative	Bacilli (Rod)	No	missing	Mesophilic	37	missing	Aerobic	missing	3274260	44.97	2955	missing	missing	Yes	PacBio RS II	160	1	3274260	Finished	NA	NA	NA	missing	missing	MMP03382536	missing	missing	missing	missing	missing	missing	missing	Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Terpene cluster	Exopolysaccharide (10%), Carotenoid (28%), Polysaccharide B (10%)	Whole genome sequencing (WGS)	99.01	0.47	0	96.66	missing	missing	CheckM	1.0.13	2.3.0	missing	missing
54	missing	missing	missing	Marine benthic biome (ENVO:01000024)	Intertidal zone (ENVO:00000316)	Sediment (ENVO:00002007)	Sediment	missing	missing	USA	United States of America	GAZ:00002459	Bacteria_Archaea	missing	None pathogen	missing	missing	8782682	1	missing	missing	Cell culture	C6|ATCC BAA-1332|OCM363	Intertidal sediment	missing	ATCC BAA-1332|OCM363	Archaea	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus maripaludis	131567|2157|28890|183939|2182|2183|2184|39152|444158	Cellular organisms|Archaea|Euryarchaeota|Methanococci|Methanococcales|Methanococcaceae|Methanococcus|Methanococcus maripaludis|Methanococcus maripaludis C6	missing	2016-05-20	2016-12-14	Marine	19639	19639	UP000000791	GCA_000018485.1	GCF_000018485.1	PRJNA19639	SAMN02598423	CP000867.1	NC_009975.1	444158	NCBI	2015-08-17	NCBI Prokaryotic Genome Annotation Pipeline	Best-placed reference protein set; GeneMarkS+	4.1	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	1881	1833	17	4, 3, 3	4, 3, 3	0, 0, 0	38	22	1	13	NA	NA	Methanococcus maripaludis	Methanococcus maripaludis C6	None	missing	United States of America	Isolated from intertidal sediments	Methanococcus maripaludis C6. This strain was isolated from intertidal sediments and is being sequenced for comparative genome analysis.	DOE Joint Genome Institute	NA	NA	NA	missing	Cocci (Spherical)	No	missing	Mesophilic	35|40	missing	Anaerobic	missing	1744194	33.42	1815	missing	missing	No	missing	missing	1	1744194	Finished	NA	NA	NA	missing	missing	MMP02598423	missing	missing	missing	missing	missing	missing	missing	Putative cluster|Putative saccharide cluster	O-antigen (14%)	Whole genome sequencing (WGS)	99.98	0	0	99.98	missing	missing	CheckM	1.0.13	missing	missing	missing
55	missing	2015-09-25	missing	missing	missing	NA	Host-associated	missing	missing	Chile|Province of Aysen	Province of Aysen	GAZ:00012352	Bacteria_Archaea	-41.420590, -72.914885	Fish	missing	SMRT Analysis|CLC Genomics Workbench	missing	1	missing	NA	Cell culture	AY7486TD	Skin lesion of diseased Atlantic salmon	missing	missing	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum dicentrarchi	131567|2|1783270|68336|976|117743|200644|49546|104267|669041	Cellular organisms|Bacteria|FCB group|Bacteroidetes/Chlorobi group|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Tenacibaculum|Tenacibaculum dicentrarchi	missing	2016-05-20	2016-11-22	Marine	305919	305919	UP000061908	GCA_001483385.1	GCF_001483385.1	PRJNA305919	SAMN04346845	CP013671	NZ_CP013671.1	669041	NCBI	2015-12-31	NCBI Prokaryotic Genome Annotation Pipeline	Best-placed reference protein set; GeneMarkS+	4.1	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	2555	2452	27	10, 10, 10	10, 10, 10	0, 0, 0	70	23	1	10	Atlantic salmon	Salmo salar	Tenacibaculum dicentrarchi	Tenacibaculum dicentrarchi strain AY7486TD	Tenacibaculosis	26893432	Chile	From skin lesion	Complete genome of Tenacibaculum dicentrarchi isolated from Atlantic salmon	ADL Diagnostic Chile Ltda	Skin	missing	missing	missing	missing	missing	missing	Psychrophilic	20	missing	Facultative	missing	2918254	31.48	2420	missing	missing	missing	PacBio RS|Illumina	240.85	1	2918254	Finished	missing	missing	missing	missing	missing	MMP04346845	missing	missing	missing	missing	missing	missing	missing	Putative fatty acid cluster|Putative fatty acid cluster|Putative cluster|Putative saccharide cluster|Terpene cluster	Carotenoid (28%), S-layer glycan (20%)	Whole genome sequencing (WGS)	99.11	0.07	0	98.76	missing	missing	CheckM	1.0.13	2.3.0.1	missing	missing
56	missing	1999-07	missing	Marginal sea biome (ENVO:01000046)	Sea coast (ENVO:00000303)	NA	Host-associated	missing	missing	Pacific Ocean|Kurile Islands|Kraternaya Bight	Kuril Islands	GAZ:00002737	Bacteria_Archaea	47.500000, 152.800000	missing	missing	SMRT Analysis	10.1099/00207713-52-1-229	2	10.1099/00207713-52-1-229	NA	Cell culture	KCTC 12958|KMM 3549|LMG 19697|CIP 106858	Thallus of Fucus evanescens	Elena P. Ivanova	KCTC 12958|KMM 3549|LMG 19697|CIP 106858	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas issachenkonii	131567|2|1224|1236|135622|267888|53246|152297	Cellular organisms|Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Pseudoalteromonadaceae|Pseudoalteromonas|Pseudoalteromonas issachenkonii	missing	2016-05-20	2016-12-14	Marine	304356	304356	UP000060987	GCA_001455325.1	GCF_001455325.1	PRJNA304356	SAMN04299559	CP013350|CP013351	NZ_CP013350.1|NZ_CP013351.1	152297	NCBI	2015-12-04	NCBI Prokaryotic Genome Annotation Pipeline	Best-placed reference protein set; GeneMarkS+	4.1	Gene|CDS|rRNA|tRNA|ncRNA|repeat_region	3765	3634	79	9, 8, 8	9, 8, 8	0, 0, 0	103	23	1	55	Marine brown macroalgae	Fucus evanescens	Pseudoalteromonas issachenkonii	Pseudoalteromonas issachenkonii strain KCTC 12958	unknown	26732413	Pacific Ocean	Isolated from the brown alga Fucus evanescens collectedfrom the Kraternaya Bight of the Kurile Islandsin the Paci®c Ocean	Genome sequencing of Pseudoalteromonas issachenkonii KCTC 12958 using Pacbio sequencing platform	Korea Research Institute of Bioscience and Biotechnology	missing	missing	missing	Negative	Bacilli (Rod)	Yes	No	Mesophilic	28|30	missing	Aerobic	missing	4131542	40.29	3548	missing	missing	Yes	PacBio RS II	169	2	3402324	Finished	missing	missing	missing	missing	missing	MMP04299559	2018-03-20	missing	missing	missing	missing	missing	missing	Bacteriocin cluster|Putative fatty acid cluster|Putative fatty acid cluster|Putative cluster|Siderophore cluster	Emulsan (9%), Alterochromides (9%), Emulsan (13%), Xenocyloins (37%), Alterochromides (9%), Desferrioxamine B (60%)	Whole genome sequencing (WGS)	100	0.34	0	98.3	missing	missing	CheckM	1.0.13	2.3.0	missing	missing
